Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDC34,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,30.25,12.99,155.4972,4
Regular,FDG46,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,5.76,12.99,115.4518,4
Regular,FDP21,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,4.51,12.99,190.8872,4
Regular,FDU21,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,13.43,12.99,35.0558,4
Regular,FDY34,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,1.92,12.99,163.9842,4
Regular,DRA59,Drink,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,22.4,11.85,186.2924,4
Regular,DRL01,Drink,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,13.51,11.85,232.9958,4
Regular,FDB23,Food,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.98,13.69,225.9062,4
Low Fat,FDZ48,Food,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,13.3,12.28,113.5544,4
Low Fat,FDP25,Food,Canned,2018,OUT019,Tier 1,Small,Grocery Store,3.71,12.31,216.4824,4
Low Fat,FDC20,Food,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,4.2,13.22,55.4272,4
Low Fat,NCP55,Non-Consumable,Others,2018,OUT019,Tier 1,Small,Grocery Store,1.96,13.85,56.9614,4
Low Fat,FDS13,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,12.45,6.465,264.7884,4
Low Fat,FDX25,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,10.21,16.7,184.0292,4
Low Fat,FDZ38,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.8,17.6,170.4422,4
Low Fat,FDT40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9.58,5.985,128.4678,4
Low Fat,FDE29,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,14.31,8.905,58.8878,4
Low Fat,FDO40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.26,17.1,148.7392,4
Low Fat,FDD20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.07,14.15,124.2046,4
Low Fat,FDU56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4.44,16.85,182.4266,4
Low Fat,FDG32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,17.6,19.85,224.0772,4
Low Fat,NCM29,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,1.76,11.5,131.8626,4
Low Fat,FDC11,Food,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,14.18,20.5,89.7172,4
Low Fat,FDW23,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.2,5.765,37.5164,4
Low Fat,FDK36,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.72,7.09,47.6034,4
Low Fat,FDF12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.24,8.235,149.3076,4
Low Fat,FDX24,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.39,8.355,94.1462,4
Low Fat,FDK24,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.13,9.195,46.2744,4
Low Fat,FDT60,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,7.55,12,121.9388,4
Low Fat,FDA48,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.49,12.1,221.4114,4
Low Fat,FDY36,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.94,12.3,73.738,4
Low Fat,FDN12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.11,15.6,112.3544,4
Low Fat,FDH24,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.14,20.7,157.0288,4
Low Fat,FDU35,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.44,98.27,4
Low Fat,FDX59,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,5.17,10.195,33.3558,4
Low Fat,FDV59,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,4.8,13.35,218.9166,4
Low Fat,FDP11,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,6.91,15.85,216.6166,4
Low Fat,FDO25,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,12.74,6.3,210.527,4
Low Fat,FDT25,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,5.08,7.5,122.2072,4
Low Fat,FDR49,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,13.92,8.71,49.5376,4
Low Fat,FDC26,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,12.64,10.195,112.1886,4
Low Fat,FDS01,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,1.77,11.6,177.9686,4
Low Fat,FDY25,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,3.4,12,181.8976,4
Low Fat,FDB51,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,3.85,6.92,61.5852,4
Low Fat,DRG27,Drink,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,10.51,8.895,41.1138,4
Low Fat,FDY14,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,7,10.3,263.0226,4
Low Fat,FDR14,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,17.4,11.65,52.9298,4
Low Fat,FDI15,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,14.14,13.8,264.1884,4
Low Fat,DRG39,Drink,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,4.22,14.15,52.0982,4
Low Fat,FDV50,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,12.26,14.3,122.373,4
Low Fat,DRF51,Drink,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,16.58,15.75,36.6506,4
Low Fat,FDD39,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,7.02,16.7,218.185,4
Low Fat,FDS50,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,5.54,17,221.1114,4
Low Fat,DRE03,Drink,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,2.42,19.6,48.7718,4
Low Fat,FDX50,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,7.46,20.1,110.3228,4
Low Fat,DRJ39,Drink,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,3.63,20.25,220.1482,4
Low Fat,FDO16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.51,5.48,83.725,4
Low Fat,FDN40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.88,154.2998,4
Low Fat,FDF16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.61,7.3,148.8076,4
Low Fat,FDK04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5.23,7.36,58.5588,4
Low Fat,FDU04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.93,121.8414,4
Low Fat,FDJ16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.49,9.195,59.6246,4
Low Fat,FDZ04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.8,9.31,62.151,4
Low Fat,FDH16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5.26,10.5,89.683,4
Low Fat,FDJ53,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7.13,10.5,121.3098,4
Low Fat,FDD28,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5.33,10.695,59.6904,4
Low Fat,FDF41,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,13.12,12.15,245.246,4
Low Fat,FDX40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9.9,12.85,39.3164,4
Low Fat,FDB17,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.67,13.15,182.5976,4
Low Fat,FDP04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.38,15.35,64.7168,4
Low Fat,FDC41,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.69,15.6,78.167,4
Low Fat,FDM28,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.52,15.7,180.266,4
Low Fat,FDV40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.47,17.35,74.1038,4
Low Fat,FDZ52,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.01,19.2,110.2886,4
Low Fat,FDU40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.74,20.85,192.5478,4
Low Fat,FDS08,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,5.7,5.735,176.337,4
Low Fat,FDZ55,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.54,6.055,160.892,4
Low Fat,FDB44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1.7,6.655,210.0586,4
Low Fat,FDI56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,9.34,7.325,91.3146,4
Low Fat,FDA19,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,5.51,7.52,128.2994,4
Low Fat,FDW56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,7.09,7.68,192.6162,4
Low Fat,FDU32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.6,8.785,119.9414,4
Low Fat,FDU07,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,5.98,11.1,150.1366,4
Low Fat,FDS07,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,9.98,12.35,113.9518,4
Low Fat,FDF20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.32,12.85,196.6768,4
Low Fat,FDA32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.01,14,215.7192,4
Low Fat,FDE44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,17.14,14.65,50.7692,4
Low Fat,FDB09,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,5.74,16.25,125.8046,4
Low Fat,FDP07,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,8.99,18.2,197.511,4
Low Fat,FDR43,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,16.15,18.2,37.619,4
Low Fat,FDP20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4.57,19.85,126.402,4
Low Fat,FDQ44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.61,20.5,120.0756,4
Low Fat,FDE32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4.88,20.7,37.3506,4
Low Fat,DRK47,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,6.41,7.905,229.2694,4
Low Fat,DRG23,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,8.68,8.88,152.2682,4
Low Fat,DRJ35,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,4.66,10.1,61.2878,4
Low Fat,DRO47,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,10.195,114.086,4
Low Fat,DRP47,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,14.06,15.75,252.8382,4
Low Fat,DRL47,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,3.87,19.7,127.4362,4
Low Fat,NCM05,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,5.98,6.825,262.5226,4
Low Fat,NCO05,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,4.66,7.27,100.5384,4
Low Fat,NCL29,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,11.39,9.695,160.2604,4
Low Fat,NCN17,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,5.49,11,101.4358,4
Low Fat,NCQ29,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,10.42,12,259.5278,4
Low Fat,NCL41,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,4.17,12.35,33.1216,4
Low Fat,NCT29,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,6.41,12.6,122.3414,4
Low Fat,NCA41,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,3.26,16.75,191.9162,4
Low Fat,NCK05,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,7.75,20.1,59.2536,4
Low Fat,NCU30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,3.49,5.11,161.721,4
Low Fat,NCS30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.3,5.945,128.7652,4
Low Fat,NCY42,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,1.52,6.38,145.147,4
Low Fat,NCB19,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.03,6.525,84.6882,4
Low Fat,NCS06,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.935,263.691,4
Low Fat,NCS38,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.02,8.6,112.9176,4
Low Fat,NCS42,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,6.94,8.6,92.5146,4
Low Fat,NCU54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.86,8.88,208.427,4
Low Fat,NCX54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,4.81,9.195,105.8622,4
Low Fat,NCA18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,5.61,10.1,117.8492,4
Low Fat,NCN26,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.87,10.85,115.1808,4
Low Fat,NCG54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,7.98,12.1,172.1106,4
Low Fat,NCG07,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,5.25,12.3,190.853,4
Low Fat,NCJ18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,16.39,12.35,117.0124,4
Low Fat,NCU18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,5.58,15.1,139.8496,4
Low Fat,NCE30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.91,16,210.3902,4
Low Fat,NCX30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.66,16.7,249.2776,4
Low Fat,NCF30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,12.62,17,124.6362,4
Low Fat,NCH30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,6.72,17.1,114.386,4
Low Fat,NCL30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,4.89,18.1,127.5336,4
Low Fat,NCI42,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,1.04,18.75,207.0954,4
Low Fat,NCQ50,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,3.43,18.75,215.2218,4
Low Fat,NCL18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,16.76,18.85,194.6136,4
Low Fat,NCC06,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.7,19,127.1336,4
Low Fat,NCB18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,4.13,19.6,86.9514,4
Low Fat,NCI43,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.6,19.85,49.5376,4
Low Fat,NCA06,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,14.33,20.5,37.919,4
Low Fat,NCE54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.69,20.7,73.9354,4
Low Fat,NCP06,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,3.92,20.7,151.4366,4
Low Fat,NCD54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.9,21.1,143.3786,4
Low Fat,FDM03,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.65,107.8938,4
Low Fat,FDX15,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,15.63,17.2,162.1578,4
Low Fat,FDR39,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,8.38,20.35,184.1292,4
Low Fat,NCM07,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,4,9.395,84.0908,4
Low Fat,NCK07,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,4.87,10.65,164.1526,4
Low Fat,NCN19,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0,13.1,189.253,4
Low Fat,NCP50,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,2.06,17.35,78.7618,4
Low Fat,NCN14,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,9.19,19.1,182.7608,4
Low Fat,NCJ31,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,18.27,19.2,243.0196,4
Low Fat,FDL33,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10,7.235,193.8452,4
Low Fat,FDR33,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.68,7.31,110.357,4
Low Fat,FDT21,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.04,7.42,248.9092,4
Low Fat,FDQ46,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.38,7.51,113.7544,4
Low Fat,FDQ34,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,16.22,10.85,107.8622,4
Low Fat,FDH58,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.69,12.3,113.1834,4
Low Fat,FDF58,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.96,13.3,64.951,4
Low Fat,FDJ09,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,15,43.4744,4
Low Fat,FDS57,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.34,15.5,144.847,4
Low Fat,FDI33,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.84,16.5,92.8146,4
Low Fat,FDY10,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.91,17.6,115.6176,4
Low Fat,FDZ09,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.49,17.6,164.8868,4
Low Fat,DRC25,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,4.54,5.73,86.0882,4
Low Fat,DRJ01,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,11.5,6.135,161.0236,4
Low Fat,DRL60,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,2.71,8.52,153.3682,4
Low Fat,DRH13,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,2.39,8.575,106.628,4
Low Fat,DRF25,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,3.89,9,34.919,4
Low Fat,DRD37,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,1.38,9.8,45.206,4
Low Fat,DRJ37,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,6.11,10.8,151.9024,4
Low Fat,DRE37,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,9.42,13.5,189.9872,4
Low Fat,DRG36,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,9.54,14.15,170.5106,4
Low Fat,DRN36,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,15.2,96.6752,4
Low Fat,DRI25,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,3.39,19.6,56.2614,4
Low Fat,DRH49,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,2.47,19.7,84.3592,4
Low Fat,FDC35,Food,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12.28,7.435,208.7638,4
Regular,FDC60,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.45,5.425,88.3514,4
Regular,FDZ36,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,6.58,6.035,188.224,4
Regular,FDT12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.96,6.215,226.1062,4
Regular,FDB49,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.02,8.3,98.7384,4
Regular,FDY12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,14.06,9.8,49.8008,4
Regular,FDA47,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.67,10.5,161.721,4
Regular,FDB12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.53,11.15,102.0648,4
Regular,FDO48,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.68,15,219.8456,4
Regular,FDX11,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,10.68,16,181.4634,4
Regular,FDZ47,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,7.93,20.7,97.2042,4
Regular,FDQ11,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,6.77,5.695,256.5988,4
Regular,FDT11,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,2.94,5.94,186.7556,4
Regular,FDT23,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,7.47,7.72,77.5986,4
Regular,FDY47,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,5.45,8.6,130.131,4
Regular,FDR37,Food,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,6.62,16.5,183.3292,4
Regular,FDQ49,Food,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,3.92,20.2,157.663,4
Regular,FDA37,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,5.52,7.81,123.1046,4
Regular,FDD26,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,7.22,8.71,183.3924,4
Regular,FDF38,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,2.64,11.8,39.6138,4
Regular,FDM02,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,7.37,12.5,87.1198,4
Regular,FDC14,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,4.12,14.5,40.5454,4
Regular,FDH50,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,16.14,15,185.1266,4
Regular,FDJ26,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,8.48,15.3,215.0218,4
Regular,FDZ25,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,2.76,15.7,168.279,4
Regular,FDW02,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,3.77,4.805,125.5704,4
Regular,FDW38,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,13.87,5.325,53.7298,4
Regular,FDX38,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,4.82,10.5,45.9376,4
Regular,FDQ26,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,6.79,13.5,57.8562,4
Regular,FDB03,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,15.68,17.75,241.0538,4
Regular,FDT26,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,6.8,18.85,119.044,4
Regular,FDV26,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,7.62,20.25,196.2794,4
Regular,FDP40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.44,4.555,112.6544,4
Regular,FDH04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.14,6.115,89.6488,4
Regular,FDD41,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.73,6.765,105.0306,4
Regular,FDM16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.36,8.155,74.7354,4
Regular,FDI05,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12.69,8.35,74.4354,4
Regular,FDG05,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.78,11,156.863,4
Regular,FDA04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6.67,11.3,257.2962,4
Regular,FDI04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7.29,13.65,198.4426,4
Regular,FDP28,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.06,13.65,262.6936,4
Regular,FDF28,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.79,15.7,124.1046,4
Regular,FDA40,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9.93,16,88.5856,4
Regular,FDY16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9.22,18.35,184.4266,4
Regular,FDI41,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6.23,18.5,148.0418,4
Regular,FDE17,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5.45,20.1,149.5366,4
Regular,FDN56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,10.71,5.46,144.9786,4
Regular,FDS56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.88,5.785,260.7252,4
Regular,FDO31,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.9,6.76,79.596,4
Regular,FDD44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,7.84,8.05,259.0646,4
Regular,FDV44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.98,8.365,190.1188,4
Regular,FDU31,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.5,10.5,217.9508,4
Regular,FDR55,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,13.21,12.15,189.5872,4
